spotify_track_id,title,artist,album,release_date,popularity,duration_ms,tempo,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,loudness,sentiment_score,genres
5XeMsYb1rWxQL1bUUaZajn,Let Me Put My Love Into You,AC/DC,Back In Black,1980-07-25,58,256057,106,90,40,63,12,0,14,5,-4 dB,0.2910485978043357,
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,Back In Black,1980-07-25,86,256000,188,70,31,76,1,1,8,5,-6 dB,-0.0371194576414731,
2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,AC/DC,Back In Black,1980-07-25,83,210328,127,77,53,76,0,0,39,6,-6 dB,0.0535244340697924,
4dDurgTN3eGyU0ghzFJ0T1,Have a Drink on Me,AC/DC,Back In Black,1980-07-25,66,239104,122,89,42,42,0,1,65,5,-5 dB,0.076381866633892,
2MCUmp0I98gsJBmey7DfZS,Shake a Leg,AC/DC,Back In Black,1980-07-25,52,246059,152,94,42,62,2,1,32,9,-4 dB,-0.0377600716474728,
6J17MkMmuzBiIOjRH6MOBZ,Rock and Roll Ain't Noise Pollution,AC/DC,Back In Black,1980-07-25,63,255648,95,66,58,72,4,0,6,4,-6 dB,0.179434863726298,
3uaVLkgDqlYy153yFBUVtl,Mustapha - Remastered 2011,Queen,Jazz (2011 Remaster),1978-11-10,41,181026,153,63,60,46,48,0,7,13,-10 dB,0.0121632645406374,
6IAVxNFi1W88UhDeyvOsdo,Fat Bottomed Girls - 2011 Remaster,Queen,Jazz (2011 Remaster),1978-11-10,66,255600,89,68,34,40,3,0,34,5,-8 dB,0.0,
6VH7sh6fC6YPi297UC2Fkg,Jealousy - Remastered 2011,Queen,Jazz (2011 Remaster),1978-11-10,46,193146,81,48,58,21,21,0,24,3,-10 dB,-0.0049110434272072,
5CTAcf8aS0a0sIsDwQRF9C,Bicycle Race - Remastered 2011,Queen,Jazz (2011 Remaster),1978-11-10,60,180813,83,67,43,61,6,0,10,8,-6 dB,0.1534604601286075,
5HJiNvg6s7ovq5kPrztHKp,If You Can't Beat Them - Remastered 2011,Queen,Jazz (2011 Remaster),1978-11-10,39,255186,140,77,43,67,0,1,36,7,-5 dB,0.0638947061649183,
00ITtxUozN0vifE2uYvtqn,Let Me Entertain You - Remastered 2011,Queen,Jazz (2011 Remaster),1978-11-10,39,181693,125,97,48,35,0,0,9,6,-5 dB,0.1761481198595791,
3OCQ5ybKASY4EIb4i9hsd7,Dead On Time - Remastered 2011,Queen,Jazz (2011 Remaster),1978-11-10,38,203346,144,96,31,41,1,0,23,29,-5 dB,-0.22018820212947,
06UXtRLTF6kdMSM3uaVCCU,In Only Seven Days - Remastered 2011,Queen,Jazz (2011 Remaster),1978-11-10,40,149253,115,47,52,43,42,0,11,3,-7 dB,-0.0564253709532997,
0TpWjIOuNMnpuRjriPbGiF,Dreamer's Ball - Remastered 2011,Queen,Jazz (2011 Remaster),1978-11-10,45,210146,92,37,59,40,83,0,42,4,-8 dB,0.26737628156139,
6jtctBYvybxCAmlg7nT6CS,Fun It - Remastered 2011,Queen,Jazz (2011 Remaster),1978-11-10,36,208826,114,62,83,84,12,1,7,30,-7 dB,0.2324631710847219,
16aW2zHbbpDDoSy0HCA8xc,Leaving Home Ain't Easy - Remastered 2011,Queen,Jazz (2011 Remaster),1978-11-10,37,195040,108,45,52,22,5,0,11,3,-9 dB,-0.1021182490246636,
5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered 2011,Queen,Jazz (2011 Remaster),1978-11-10,84,209413,156,87,56,60,5,0,77,16,-5 dB,-0.0690522988637288,
2YrfSHux2BaTXQs1535EHC,More Of That Jazz - Remastered 2011,Queen,Jazz (2011 Remaster),1978-11-10,37,256653,174,72,36,51,3,0,9,6,-6 dB,0.0424885359548387,
278kSqsZIiYp8p3QjYAqa8,NI BIEN NI MAL,Bad Bunny,X 100PRE,2018-12-23,71,236215,128,45,83,33,55,0,28,7,-8 dB,-0.1920383477867659,
5jGUJXnELDaDTgiRjD9lsg,200 Mph,Bad Bunny,X 100PRE,2018-12-23,65,170509,160,50,85,82,1,0,9,7,-7 dB,0.0707960569736908,
6kN06eEOblRAuWI0xUUS91,¿Quien Tu Eres?,Bad Bunny,X 100PRE,2018-12-23,61,159228,137,58,73,32,19,0,13,14,-7 dB,-0.0588666154666149,
6it15CsDlkqB7N4lF0C1qM,Caro,Bad Bunny,X 100PRE,2018-12-23,69,229455,160,57,68,26,62,0,10,30,-8 dB,-0.2425454151299264,
5VQpJ2AY2iMzrRZKgcvNjh,Tenemos Que Hablar,Bad Bunny,X 100PRE,2018-12-23,63,224512,175,71,72,45,12,0,9,14,-6 dB,-0.1568327099774722,
4vCAzANUWDE24URV6wQ4ra,Otra Noche en Miami,Bad Bunny,X 100PRE,2018-12-23,78,233128,89,65,51,28,20,0,10,29,-9 dB,-0.0911727468719927,
4UEuIEv9Wc3wtiWUplGJ7q,Ser Bichote,Bad Bunny,X 100PRE,2018-12-23,61,193210,155,63,79,18,15,0,20,7,-8 dB,-0.0976739218113599,
35wvL50xvKpCHEJPxLOLPI,Si Estuviésemos Juntos,Bad Bunny,X 100PRE,2018-12-23,80,169247,172,60,67,16,6,0,16,8,-7 dB,-0.0775609342824845,
4uP3pUP18ennmz0tb3GphR,Solo de Mi,Bad Bunny,X 100PRE,2018-12-23,70,197967,180,73,74,15,29,0,8,13,-4 dB,-0.1635761248822115,
5mj8WVFcKdGA8p9HWGTSLc,Cuando Perriabas,Bad Bunny,X 100PRE,2018-12-23,63,188654,164,70,74,50,14,0,11,9,-8 dB,0.0014475150033831,
1khmgu0pveJbkbpbkyvcQv,La Romana,Bad Bunny,X 100PRE,2018-12-23,76,300579,126,73,65,33,3,0,6,19,-5 dB,-0.0362603994640144,
69ZaPBHhRMRDjRpW1ivnOU,Como Antes,Bad Bunny,X 100PRE,2018-12-23,70,230577,104,38,77,25,67,0,22,4,-10 dB,0.0134620532732118,
6pZHZndlo57dPCYnvlYFOE,RLNDT,Bad Bunny,X 100PRE,2018-12-23,67,284852,108,53,59,16,26,0,59,3,-7 dB,-0.1759156359419707,
2OWVCFTolecLiGZPquvWvT,Estamos Bien,Bad Bunny,X 100PRE,2018-12-23,71,208079,120,54,79,44,82,0,11,14,-7 dB,0.1272865034639835,
3gE4eQH3K83Sght0ZLvuBK,MIA,Bad Bunny,X 100PRE,2018-12-23,77,210367,97,54,82,16,1,0,10,6,-6 dB,0.0612758399168057,
71pEiUWwfDFiRO6RmFpnBf,MOJAITA,J Balvin,OASIS,2019-06-28,63,187333,172,84,45,89,2,0,38,10,-4 dB,0.12564641641719,
0uIfrUwwg0Z7KTitul7E3T,YO LE LLEGO,J Balvin,OASIS,2019-06-28,63,249600,155,79,79,53,1,0,10,6,-5 dB,-0.011013840057262,
6SYSu569pfYdkDT9A5lZqi,CUIDAO POR AHÍ,J Balvin,OASIS,2019-06-28,62,198320,91,81,85,59,11,0,17,8,-3 dB,-0.0207403815750564,
25ZAibhr3bdlMCLmubZDVt,QUE PRETENDES,J Balvin,OASIS,2019-06-28,81,222346,93,79,64,93,3,0,36,25,-4 dB,-0.1430654165280216,
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,J Balvin,OASIS,2019-06-28,88,242573,176,65,76,43,15,0,11,32,-6 dB,-0.0713621580766307,
7hynhxDoDpgMIV12JuVtNa,UN PESO,J Balvin,OASIS,2019-06-28,79,277106,79,68,63,96,13,0,8,21,-7 dB,-0.2370402697898164,
7alOsNr36sJ8CyOEP4aILq,ODIO,J Balvin,OASIS,2019-06-28,63,270400,140,70,74,53,22,0,12,4,-4 dB,-0.3190999634161189,
7knLcYCOSaURD0d7HUULFM,COMO UN BEBÉ,J Balvin,OASIS,2019-06-28,71,218826,103,81,83,82,7,0,14,10,-6 dB,0.0513283747685961,
41wtwzCZkXwpnakmwJ239F,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,2020-02-29,82,170971,130,60,90,82,40,0,13,6,-5 dB,-0.1177961762462343,
6NfrH0ANGmgBXyxgV2PeXt,La Difícil,Bad Bunny,YHLQMDLG,2020-02-29,73,163084,180,85,69,76,9,0,8,9,-5 dB,-0.0837671561539173,
75pQqzwgCjUOSSy5CpmAjy,Pero Ya No,Bad Bunny,YHLQMDLG,2020-02-29,68,160638,148,61,88,74,5,0,18,12,-6 dB,-0.1960244194881336,
69vlMrzHwATKzupwNcUPyK,La Santa,Bad Bunny,YHLQMDLG,2020-02-29,81,206420,93,87,74,59,3,0,8,5,-5 dB,-0.0671697988266676,
0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,Bad Bunny,YHLQMDLG,2020-02-29,75,172127,97,76,86,45,2,0,34,7,-5 dB,-0.0943666541756227,
4j4w4CXm6BSr0s25wAWrrX,Bichiyal,Bad Bunny,YHLQMDLG,2020-02-29,76,196500,94,77,74,66,31,0,11,5,-4 dB,-0.0233809788947674,
7sOfmPd18RWp3FoCzpa7Kw,Soliá,Bad Bunny,YHLQMDLG,2020-02-29,73,159282,92,81,71,18,12,0,15,9,-6 dB,-0.0809270795434713,
5kqNIqFjijuzvVLhuY9B8j,La Zona,Bad Bunny,YHLQMDLG,2020-02-29,70,136892,94,80,76,81,20,0,25,4,-4 dB,-0.0921973160103611,
53v2u51nq3CxiKUNphRzP1,Que Malo,Bad Bunny,YHLQMDLG,2020-02-29,73,167975,94,79,80,45,8,0,15,6,-6 dB,-0.1414309243782092,
2n7ohqg1s68ToAHh4u9mcW,Vete,Bad Bunny,YHLQMDLG,2020-02-29,73,192024,92,67,89,53,4,0,10,19,-4 dB,-0.0456457288274841,
38RIEav39FGi86jppxO0du,Ignorantes,Bad Bunny,YHLQMDLG,2020-02-29,70,210606,96,54,85,51,27,0,10,6,-5 dB,-0.0338126871502026,
4r9jkMEnArtWGH2rL2FZl0,A Tu Merced,Bad Bunny,YHLQMDLG,2020-02-29,77,175918,92,79,86,89,17,0,11,6,-5 dB,-0.1040504326423009,
5J7teKIJGtqVypgYI6sqXj,Una Vez,Bad Bunny,YHLQMDLG,2020-02-29,78,232496,84,60,55,54,13,0,10,8,-5 dB,-0.0110951818420853,
2DEZmgHKAvm41k4J3R2E9Y,Safaera,Bad Bunny,YHLQMDLG,2020-02-29,79,295176,96,83,61,69,1,0,11,38,-4 dB,-0.0163557601116952,
4NqQaovM14WR2hNPMFxgjb,25/8,Bad Bunny,YHLQMDLG,2020-02-29,74,243275,152,73,76,54,9,0,7,5,-5 dB,-0.0436898411025066,
4saHEjXw7O1NXJOzBkUKKG,Está Cabrón Ser Yo,Bad Bunny,YHLQMDLG,2020-02-29,70,227939,154,85,81,88,7,0,12,25,-4 dB,-0.0680352603395779,
5gCg2qMPzKkW4jS4dBKdDs,Puesto Pa' Guerrial,Bad Bunny,YHLQMDLG,2020-02-29,62,190207,140,69,87,66,31,0,10,22,-5 dB,-0.1184154961790357,
0fgsKar6uBO08vzHXkTjWi,P FKN R,Bad Bunny,YHLQMDLG,2020-02-29,64,258280,101,64,82,53,41,0,24,8,-6 dB,-0.0312547256377921,
1V8XneTrX6kKeoxYbk4x6h,Hablamos Mañana,Bad Bunny,YHLQMDLG,2020-02-29,70,240253,156,68,68,51,9,0,10,5,-4 dB,-0.0496764434895045,
4MZSqgwlE71CWZ6qQ3gkKm,<3,Bad Bunny,YHLQMDLG,2020-02-29,70,157967,80,67,63,63,60,0,15,23,-8 dB,0.0967166607463082,
1zaDh3qaGSeSmulNyWlUxm,SI ELLA SALE,Bad Bunny,LAS QUE NO IBAN A SALIR,2020-05-10,54,143240,148,73,87,92,6,1,11,12,-7 dB,-0.0569978946199019,
4EJHKSnHENfjOxXWryyNtL,MÁS DE UNA CITA,Bad Bunny,LAS QUE NO IBAN A SALIR,2020-05-10,61,183520,93,50,87,32,1,0,10,9,-11 dB,-0.0849164666041084,
0FktnzDqjClqU6iqOZVEs2,BYE ME FUI,Bad Bunny,LAS QUE NO IBAN A SALIR,2020-05-10,65,178000,180,60,71,59,41,0,10,11,-6 dB,-0.2304223796655965,
3pm4XtcsRIFFtH2UErk62R,CANCIÓN CON YANDEL,Yandel,LAS QUE NO IBAN A SALIR,2020-05-10,70,209180,80,74,75,50,45,0,12,40,-4 dB,0.0501873604321883,
5XqCz18k96K8tx6DAYM97i,PA' ROMPERLA,Bad Bunny,LAS QUE NO IBAN A SALIR,2020-05-10,67,194200,94,83,77,70,2,0,8,6,-5 dB,-0.0115931254448526,
5bmSver2b3ZXyuyLKtgnFI,BAD CON NICKY,Bad Bunny,LAS QUE NO IBAN A SALIR,2020-05-10,62,202240,93,73,59,71,32,0,66,9,-5 dB,-0.1095916035656745,
2CoMYp2uIKsT09nreEZnZn,BENDICIONES,Bad Bunny,LAS QUE NO IBAN A SALIR,2020-05-10,62,155060,144,58,83,84,4,0,10,7,-10 dB,0.101886249314516,
6KFjMJJq8UZpfUyDgeH0Yl,CÓMO SE SIENTE - Remix,JHAYCO,LAS QUE NO IBAN A SALIR,2020-05-10,1,227120,93,71,82,78,17,0,29,4,-4 dB,-0.0291229546824588,
3XZeOzJ9tqnu58YP6cqApI,RONCA FREESTYLE,Bad Bunny,LAS QUE NO IBAN A SALIR,2020-05-10,58,150060,90,66,86,59,17,0,10,13,-6 dB,-0.1665124817952221,
2DhNdoHxavs7Qtf5MnhZD0,EN CASITA,Bad Bunny,LAS QUE NO IBAN A SALIR,2020-05-10,52,176440,158,76,78,68,22,0,9,9,-8 dB,-0.1175640091458533,
36DHxTW2xdr9GG15T9oK9L,EL MUNDO ES MÍO,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,65,165199,77,52,72,22,17,0,11,6,-7 dB,-0.0462747250751751,
5RubKOuDoPn5Kj5TLVxSxY,TE MUDASTE,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,75,130013,92,64,81,47,23,0,12,6,-5 dB,-0.0694760120120541,
0tjZv2hChdHZCW1zFXpy1J,HOY COBRÉ,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,69,162151,145,73,86,38,5,0,10,25,-7 dB,-0.077837986483549,
0Lsis3LB0XAK6XlTHXaJk2,MALDITA POBREZA,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,65,213609,133,86,76,59,14,0,10,7,-4 dB,-0.2432477999301183,
2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,78,203200,82,62,86,39,3,0,9,29,-5 dB,-0.1304178892032188,
23XjN1s3DZC8Q9ZwuorYY4,TE DESEO LO MEJOR,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,71,139576,126,60,76,19,16,0,11,4,-5 dB,-0.1222662063581603,
5fROvzNghPid8mbKNDYvpJ,YO VISTO ASÍ,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,68,191526,123,88,69,68,9,0,8,5,-5 dB,-0.040130921997703,
26QApq0cuO9brJigr0C0W4,HACIENDO QUE ME AMAS,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,75,217768,170,41,58,41,87,0,10,8,-7 dB,-0.083723944696513,
26w9NTiE9NGjW1ZvIOd1So,BOOKER T,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,76,156430,114,60,88,69,11,0,9,37,-7 dB,-0.1264395496711648,
67ACYA3UI6QMNtHX6b34wX,LA DROGA,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,71,162299,90,73,64,30,4,0,12,4,-6 dB,-0.2328817761288239,
4MzXwWMhyBbmu6hOcLVD49,DÁKITI,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,78,205090,110,57,73,14,40,0,11,5,-10 dB,-0.0115724639393962,
09WAnxdBuebQopKhJT3oZS,TRELLAS,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,64,157673,91,41,43,5,20,0,32,3,-5 dB,0.088820922587599,
5jZ32WOU7sqzDYbzINwMUk,SORRY PAPI,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,71,163053,192,56,61,39,6,0,14,9,-6 dB,0.0853109172234932,
3KJ3opyV29269SXkPrc19l,120,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,76,151506,172,66,64,44,45,0,29,7,-6 dB,-0.0916188848870141,
7kjEqI6eZ7YlFrGhxixnlN,ANTES QUE SE ACABE,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,72,221186,140,55,69,47,51,0,32,6,-6 dB,0.00628518142427,
2Iv6YBslkxslMJQsxshZh5,CANTARES DE NAVIDAD,Trio Vegabajeño,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,57,199720,119,52,76,96,78,0,35,4,-7 dB,-0.1272087584560116,
23d8v6tU6lR77pFKsApMtF,NADIE SABE,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,73,379058,170,71,53,58,57,0,8,7,-5 dB,-0.1471293069777034,
4MjDJD8cW7iVeWInc2Bdyj,MONACO,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,82,267194,139,62,79,13,15,0,58,7,-5 dB,-0.0209275264825139,
3nNmRE0DxHC6ZaKkrpUumS,FINA,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,76,216327,95,72,85,40,9,0,12,30,-5 dB,-0.0013307312672788,
4qSEvFGCpde73gqIuq3sho,HIBIKI,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,73,208000,120,65,80,53,60,0,12,7,-6 dB,-0.103533199429512,
1ODFVLQszq0hCOdZtqV5wq,MR. OCTOBER,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,73,189258,126,61,81,43,19,0,13,17,-6 dB,-0.0513018271885812,
4Jc7252S1P99DjQ1lNGEOc,CYBERTRUCK,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,73,191959,152,91,70,10,37,0,11,34,-5 dB,-0.0958637265982676,
0rDQZJtSGgsB2rdkObpdFa,VOU 787,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,68,123643,125,56,83,56,5,0,27,20,-8 dB,0.0263751795887947,
1YnChEM51BVZ5dRhbVFEMl,SEDA,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,71,190476,126,57,71,23,27,0,11,13,-6 dB,0.0319111689803053,
1U3A66OHQyTu4N2QTMsP86,GRACIAS POR NADA,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,68,177450,144,56,78,27,33,0,11,23,-5 dB,-0.1587678563188422,
01ppKlDRCmPpusO3yNrSRY,TELEFONO NUEVO,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,74,354784,126,62,62,39,41,0,9,49,-6 dB,-0.1018323378894871,
3NhstUmrlhaN1M6hP8zMbb,BABY NUEVA,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,74,240773,118,63,87,36,50,0,33,6,-5 dB,-0.1272858071686892,
3TYOH7ta0101NYssoH5GlU,MERCEDES CAROTA,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,73,202635,134,49,82,19,39,0,12,22,-6 dB,-0.1395194658006613,
7ucEkWU0SVy0XFdfXESgfY,LOS PITS,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,71,250851,94,67,75,69,44,0,15,45,-5 dB,-0.0242581880549983,
3mRF0YNsDdFKFnxwg16hSz,VUELVE CANDY B,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,71,266171,123,69,79,23,22,0,15,9,-3 dB,-0.0444674752652645,
5qzLdvRViHUrRNdkpakG7C,BATICANO,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,70,256000,105,60,79,43,46,0,13,7,-8 dB,-0.0224239976234632,
39L3LdlHS3gqB62HPWaJRg,NO ME QUIERO CASAR,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,81,225654,99,70,91,76,32,0,8,12,-5 dB,-0.020031914966447,
2sTDlCxmuZCTDKKk9f1qus,WHERE SHE GOES,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,73,231704,144,80,65,23,14,63,11,6,-4 dB,-0.078925625855724,
4pcafPzLDSqQktqSpxHL3E,THUNDER Y LIGHTNING,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,71,217133,156,74,55,63,50,0,11,12,-3 dB,-0.0142697058618068,
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,83,162767,96,78,91,35,9,0,18,26,-2 dB,0.0469954257401136,
6vh4S1z08AjGipGAEsV62e,EUROPA :),Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,17,11904,175,71,72,45,12,0,9,14,-6 dB,0.3385146558284759,
1C7lXfx4Y5maVl4AgUVlHA,ACHO PR,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,72,359647,85,80,54,47,32,0,19,35,-5 dB,0.0454159253314743,
5ixdmTpCmH5diBA1j154wN,UN PREVIEW,Bad Bunny,nadie sabe lo que va a pasar mañana,2023-10-13,69,165582,95,82,80,33,4,0,23,8,-3 dB,0.0634623794328598,
